run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v1_B_base_openrouter_20260729T154913029194,v1,v1+peb1c8179815b+t7420650f776e,base,M05_correction_limit,True,wrong_arg_value,,get_twitter,get_twitter,True,True,True,
v1_B_base_openrouter_20260729T154913029194,v1,v1+peb1c8179815b+t7420650f776e,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v1_B_group_openrouter_20260729T160348969231,v1,v1+peb1c8179815b+t7420650f776e,group,G01_account_vs_topic_routing,False,wrong_tool,,get_twitter,get_twitter,True,True,True,
v1_B_group_openrouter_20260729T160348969231,v1,v1+peb1c8179815b+t7420650f776e,group,G02_timeframe_and_limit_args,False,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_group_openrouter_20260729T160348969231,v1,v1+peb1c8179815b+t7420650f776e,group,G03_out_of_scope_translation,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v1_B_group_openrouter_20260729T160348969231,v1,v1+peb1c8179815b+t7420650f776e,group,G04_capability_question_no_tool,False,unnecessary_tool,unexpected_tool_call,no_tool,policy,False,False,False,expected no tool call
v1_B_group_openrouter_20260729T160348969231,v1,v1+peb1c8179815b+t7420650f776e,group,G05_confirm_before_publish,False,wrong_boundary,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v1_B_group_openrouter_20260729T160348969231,v1,v1+peb1c8179815b+t7420650f776e,group,G06_still_missing_url_after_followup,True,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v1_B_group_openrouter_20260729T160348969231,v1,v1+peb1c8179815b+t7420650f776e,group,G07_topic_change_keeps_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_group_openrouter_20260729T160348969231,v1,v1+peb1c8179815b+t7420650f776e,group,G08_switch_source_keep_topic,True,wrong_tool,,lookup,lookup,True,True,True,
v1_B_group_openrouter_20260729T160348969231,v1,v1+peb1c8179815b+t7420650f776e,group,G09_meta_question_after_search,True,unnecessary_tool,,no_tool,,True,True,True,
v1_B_group_openrouter_20260729T160348969231,v1,v1+peb1c8179815b+t7420650f776e,group,G10_out_of_scope_coding_followup,True,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v2_B_base_openrouter_20260729T161954716631,v2,v2+p249add96b4c2+t7420650f776e,base,R01_user_tweets_routing,False,wrong_tool,,get_twitter,get_twitter,True,True,True,
v2_B_base_openrouter_20260729T161954716631,v2,v2+p249add96b4c2+t7420650f776e,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260729T161954716631,v2,v2+p249add96b4c2+t7420650f776e,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T161954716631,v2,v2+p249add96b4c2+t7420650f776e,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260729T161954716631,v2,v2+p249add96b4c2+t7420650f776e,base,R05_limit_arg,False,wrong_arg_value,,get_twitter,get_twitter,True,True,True,
v2_B_base_openrouter_20260729T161954716631,v2,v2+p249add96b4c2+t7420650f776e,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T161954716631,v2,v2+p249add96b4c2+t7420650f776e,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260729T161954716631,v2,v2+p249add96b4c2+t7420650f776e,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T161954716631,v2,v2+p249add96b4c2+t7420650f776e,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T161954716631,v2,v2+p249add96b4c2+t7420650f776e,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T161954716631,v2,v2+p249add96b4c2+t7420650f776e,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T161954716631,v2,v2+p249add96b4c2+t7420650f776e,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T161954716631,v2,v2+p249add96b4c2+t7420650f776e,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_B_base_openrouter_20260729T161954716631,v2,v2+p249add96b4c2+t7420650f776e,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T161954716631,v2,v2+p249add96b4c2+t7420650f776e,base,M01_clarify_then_fill,True,missing_info,,get_twitter,get_twitter,True,True,True,
v2_B_base_openrouter_20260729T161954716631,v2,v2+p249add96b4c2+t7420650f776e,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T161954716631,v2,v2+p249add96b4c2+t7420650f776e,base,M03_correction_handle,True,wrong_arg_value,,get_twitter,get_twitter,True,True,True,
v2_B_base_openrouter_20260729T161954716631,v2,v2+p249add96b4c2+t7420650f776e,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260729T161954716631,v2,v2+p249add96b4c2+t7420650f776e,base,M05_correction_limit,True,wrong_arg_value,,get_twitter,get_twitter,True,True,True,
v2_B_base_openrouter_20260729T161954716631,v2,v2+p249add96b4c2+t7420650f776e,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_group_openrouter_20260729T162036904380,v2,v2+p249add96b4c2+t7420650f776e,group,G01_account_vs_topic_routing,False,wrong_tool,,get_twitter,get_twitter,True,True,True,
v2_B_group_openrouter_20260729T162036904380,v2,v2+p249add96b4c2+t7420650f776e,group,G02_timeframe_and_limit_args,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_group_openrouter_20260729T162036904380,v2,v2+p249add96b4c2+t7420650f776e,group,G03_out_of_scope_translation,False,out_of_scope,,no_tool,,True,True,True,
v2_B_group_openrouter_20260729T162036904380,v2,v2+p249add96b4c2+t7420650f776e,group,G04_capability_question_no_tool,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_group_openrouter_20260729T162036904380,v2,v2+p249add96b4c2+t7420650f776e,group,G05_confirm_before_publish,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v2_B_group_openrouter_20260729T162036904380,v2,v2+p249add96b4c2+t7420650f776e,group,G06_still_missing_url_after_followup,True,missing_info,,clarify,clarify,True,True,True,
v2_B_group_openrouter_20260729T162036904380,v2,v2+p249add96b4c2+t7420650f776e,group,G07_topic_change_keeps_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_group_openrouter_20260729T162036904380,v2,v2+p249add96b4c2+t7420650f776e,group,G08_switch_source_keep_topic,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_group_openrouter_20260729T162036904380,v2,v2+p249add96b4c2+t7420650f776e,group,G09_meta_question_after_search,True,unnecessary_tool,,no_tool,,True,True,True,
v2_B_group_openrouter_20260729T162036904380,v2,v2+p249add96b4c2+t7420650f776e,group,G10_out_of_scope_coding_followup,True,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T172600454122,v3,v3+pf497056c9006+tea0909f62d69,base,R01_user_tweets_routing,False,wrong_tool,,get_twitter,get_twitter,True,True,True,
v3_B_base_openrouter_20260729T172600454122,v3,v3+pf497056c9006+tea0909f62d69,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T172600454122,v3,v3+pf497056c9006+tea0909f62d69,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T172600454122,v3,v3+pf497056c9006+tea0909f62d69,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T172600454122,v3,v3+pf497056c9006+tea0909f62d69,base,R05_limit_arg,False,wrong_arg_value,,get_twitter,get_twitter,True,True,True,
v3_B_base_openrouter_20260729T172600454122,v3,v3+pf497056c9006+tea0909f62d69,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T172600454122,v3,v3+pf497056c9006+tea0909f62d69,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T172600454122,v3,v3+pf497056c9006+tea0909f62d69,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T172600454122,v3,v3+pf497056c9006+tea0909f62d69,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T172600454122,v3,v3+pf497056c9006+tea0909f62d69,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T172600454122,v3,v3+pf497056c9006+tea0909f62d69,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T172600454122,v3,v3+pf497056c9006+tea0909f62d69,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T172600454122,v3,v3+pf497056c9006+tea0909f62d69,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260729T172600454122,v3,v3+pf497056c9006+tea0909f62d69,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T172600454122,v3,v3+pf497056c9006+tea0909f62d69,base,M01_clarify_then_fill,True,missing_info,,get_twitter,get_twitter,True,True,True,
v3_B_base_openrouter_20260729T172600454122,v3,v3+pf497056c9006+tea0909f62d69,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T172600454122,v3,v3+pf497056c9006+tea0909f62d69,base,M03_correction_handle,True,wrong_arg_value,,get_twitter,get_twitter,True,True,True,
v3_B_base_openrouter_20260729T172600454122,v3,v3+pf497056c9006+tea0909f62d69,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T172600454122,v3,v3+pf497056c9006+tea0909f62d69,base,M05_correction_limit,True,wrong_arg_value,,get_twitter,get_twitter,True,True,True,
v3_B_base_openrouter_20260729T172600454122,v3,v3+pf497056c9006+tea0909f62d69,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260729T172623794757,v3,v3+pf497056c9006+tea0909f62d69,group,G01_account_vs_topic_routing,False,wrong_tool,,get_twitter,get_twitter,True,True,True,
v3_B_group_openrouter_20260729T172623794757,v3,v3+pf497056c9006+tea0909f62d69,group,G02_timeframe_and_limit_args,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260729T172623794757,v3,v3+pf497056c9006+tea0909f62d69,group,G03_out_of_scope_translation,False,out_of_scope,,no_tool,,True,True,True,
v3_B_group_openrouter_20260729T172623794757,v3,v3+pf497056c9006+tea0909f62d69,group,G04_capability_question_no_tool,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_group_openrouter_20260729T172623794757,v3,v3+pf497056c9006+tea0909f62d69,group,G05_confirm_before_publish,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260729T172623794757,v3,v3+pf497056c9006+tea0909f62d69,group,G06_still_missing_url_after_followup,True,missing_info,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260729T172623794757,v3,v3+pf497056c9006+tea0909f62d69,group,G07_topic_change_keeps_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260729T172623794757,v3,v3+pf497056c9006+tea0909f62d69,group,G08_switch_source_keep_topic,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260729T172623794757,v3,v3+pf497056c9006+tea0909f62d69,group,G09_meta_question_after_search,True,unnecessary_tool,,no_tool,,True,True,True,
v3_B_group_openrouter_20260729T172623794757,v3,v3+pf497056c9006+tea0909f62d69,group,G10_out_of_scope_coding_followup,True,out_of_scope,,no_tool,,True,True,True,
